title;start_time;end_time;description;exercise_title;exercise_notes;set_index;set_type;weight_kg;reps;distance_km;duration_seconds;rpe
Espalda-Bíceps;4 Apr 2023, 11:09;4 Apr 2023, 12:15;;Face Pull;;0;normal;40;12;;;
Espalda-Bíceps;4 Apr 2023, 11:09;4 Apr 2023, 12:15;;Face Pull;;1;normal;40;12;;;
Espalda-Bíceps;4 Apr 2023, 11:09;4 Apr 2023, 12:15;;Face Pull;;2;normal;40;12;;;
Espalda-Bíceps;4 Apr 2023, 11:09;4 Apr 2023, 12:15;;Chin Up (Weighted);;0;normal;;6;;;
Espalda-Bíceps;4 Apr 2023, 11:09;4 Apr 2023, 12:15;;Chin Up (Weighted);;1;normal;;4;;;
Pecho-tríceps;3 Apr 2023, 11:13;3 Apr 2023, 12:33;;Bench Press (Barbell);;0;normal;50;12;;;
Pecho-tríceps;3 Apr 2023, 11:13;3 Apr 2023, 12:33;;Bench Press (Barbell);;1;normal;50;12;;;
Pecho-tríceps;3 Apr 2023, 11:13;3 Apr 2023, 12:33;;Bench Press (Barbell);;2;normal;52.5;10;;;
Pecho-tríceps;3 Apr 2023, 11:13;3 Apr 2023, 12:33;;Iso-Lateral Chest Press (Machine);;0;normal;31.8;12;;;
Pecho-tríceps;3 Apr 2023, 11:13;3 Apr 2023, 12:33;;Iso-Lateral Chest Press (Machine);;1;normal;31.8;12;;;
Pecho-tríceps;3 Apr 2023, 11:13;3 Apr 2023, 12:33;;Iso-Lateral Chest Press (Machine);;2;normal;36.8;12;;;
Pecho-tríceps;3 Apr 2023, 11:13;3 Apr 2023, 12:33;;Cable Fly Crossovers;;0;normal;15;12;;;
Pecho-tríceps;3 Apr 2023, 11:13;3 Apr 2023, 12:33;;Cable Fly Crossovers;;1;normal;15;12;;;
Pecho-tríceps;3 Apr 2023, 11:13;3 Apr 2023, 12:33;;Cable Fly Crossovers;;2;normal;15;12;;;
Pecho-tríceps;3 Apr 2023, 11:13;3 Apr 2023, 12:33;;Seated Shoulder Press (Machine);;0;normal;35;12;;;
Pecho-tríceps;3 Apr 2023, 11:13;3 Apr 2023, 12:33;;Seated Shoulder Press (Machine);;1;normal;35;12;;;
Pecho-tríceps;3 Apr 2023, 11:13;3 Apr 2023, 12:33;;Seated Shoulder Press (Machine);;2;normal;40;12;;;
Pecho-tríceps;3 Apr 2023, 11:13;3 Apr 2023, 12:33;;Lateral Raise (Cable);;0;normal;7;12;;;
Pecho-tríceps;3 Apr 2023, 11:13;3 Apr 2023, 12:33;;Lateral Raise (Cable);;1;normal;7;12;;;
Pecho-tríceps;3 Apr 2023, 11:13;3 Apr 2023, 12:33;;Lateral Raise (Cable);;2;normal;7;12;;;
Pecho-tríceps;3 Apr 2023, 11:13;3 Apr 2023, 12:33;;Triceps Pushdown;;0;normal;40;12;;;
Pecho-tríceps;3 Apr 2023, 11:13;3 Apr 2023, 12:33;;Triceps Pushdown;;1;normal;40;12;;;
Pecho-tríceps;3 Apr 2023, 11:13;3 Apr 2023, 12:33;;Triceps Pushdown;;2;normal;45;12;;;
Pecho-tríceps;3 Apr 2023, 11:13;3 Apr 2023, 12:33;;Cable Overhead (Extensión De Triceps);;0;normal;20;12;;;
Pecho-tríceps;3 Apr 2023, 11:13;3 Apr 2023, 12:33;;Cable Overhead (Extensión De Triceps);;1;normal;25;12;;;
Pecho-tríceps;3 Apr 2023, 11:13;3 Apr 2023, 12:33;;Cable Overhead (Extensión De Triceps);;2;normal;25;12;;;
Espalda-Bíceps;31 Mar 2023, 11:13;31 Mar 2023, 12:28;;Bicep Curl (Dumbbell);;0;normal;8;12;;;
Espalda-Bíceps;31 Mar 2023, 11:13;31 Mar 2023, 12:28;;Bicep Curl (Dumbbell);;1;normal;8;12;;;
Espalda-Bíceps;31 Mar 2023, 11:13;31 Mar 2023, 12:28;;Bicep Curl (Dumbbell);;2;normal;8;12;;;
Espalda-Bíceps;31 Mar 2023, 11:13;31 Mar 2023, 12:28;;Lat Pulldown (Cable);;0;normal;40;12;;;
Espalda-Bíceps;31 Mar 2023, 11:13;31 Mar 2023, 12:28;;Lat Pulldown (Cable);;1;normal;40;12;;;
Espalda-Bíceps;31 Mar 2023, 11:13;31 Mar 2023, 12:28;;Lat Pulldown (Cable);;2;normal;45;12;;;
Espalda-Bíceps;31 Mar 2023, 11:13;31 Mar 2023, 12:28;;Seated Cable Row - Bar Grip;;0;normal;40;12;;;
Espalda-Bíceps;31 Mar 2023, 11:13;31 Mar 2023, 12:28;;Seated Cable Row - Bar Grip;;1;normal;40;12;;;
Espalda-Bíceps;31 Mar 2023, 11:13;31 Mar 2023, 12:28;;Seated Cable Row - Bar Grip;;2;normal;40;12;;;
Espalda-Bíceps;31 Mar 2023, 11:13;31 Mar 2023, 12:28;;Single Arm Cable Row;;0;normal;35;12;;;
Espalda-Bíceps;31 Mar 2023, 11:13;31 Mar 2023, 12:28;;Single Arm Cable Row;;1;normal;35;12;;;
Espalda-Bíceps;31 Mar 2023, 11:13;31 Mar 2023, 12:28;;Single Arm Cable Row;;2;normal;35;12;;;
Espalda-Bíceps;31 Mar 2023, 11:13;31 Mar 2023, 12:28;;Hammer Curl (Dumbbell);;0;normal;8;12;;;
Espalda-Bíceps;31 Mar 2023, 11:13;31 Mar 2023, 12:28;;Hammer Curl (Dumbbell);;1;normal;8;12;;;
Espalda-Bíceps;31 Mar 2023, 11:13;31 Mar 2023, 12:28;;Hammer Curl (Dumbbell);;2;normal;8;12;;;
Espalda-Bíceps;31 Mar 2023, 11:13;31 Mar 2023, 12:28;;Shrug (Dumbbell);;0;normal;12;12;;;
Espalda-Bíceps;31 Mar 2023, 11:13;31 Mar 2023, 12:28;;Shrug (Dumbbell);;1;normal;12;12;;;
Espalda-Bíceps;31 Mar 2023, 11:13;31 Mar 2023, 12:28;;Shrug (Dumbbell);;2;normal;12;12;;;
Espalda-Bíceps;31 Mar 2023, 11:13;31 Mar 2023, 12:28;;Face Pull;;0;normal;40;12;;;
Espalda-Bíceps;31 Mar 2023, 11:13;31 Mar 2023, 12:28;;Face Pull;;1;normal;40;12;;;
Espalda-Bíceps;31 Mar 2023, 11:13;31 Mar 2023, 12:28;;Face Pull;;2;normal;40;12;;;
Espalda-Bíceps;31 Mar 2023, 11:13;31 Mar 2023, 12:28;;Chin Up (Weighted);;1;normal;;5;;;
Espalda-Bíceps;31 Mar 2023, 11:13;31 Mar 2023, 12:28;;Chin Up (Weighted);;2;normal;;5;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Bench Press (Barbell);;0;normal;50;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Bench Press (Barbell);;1;normal;50;11;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Bench Press (Barbell);;2;normal;50;11;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Iso-Lateral Chest Press (Machine);;0;normal;31.8;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Iso-Lateral Chest Press (Machine);;1;normal;31.8;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Iso-Lateral Chest Press (Machine);;2;normal;36.8;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Cable Fly Crossovers;;0;normal;15;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Cable Fly Crossovers;;1;normal;15;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Cable Fly Crossovers;;2;normal;15;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Seated Shoulder Press (Machine);;0;normal;35;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Seated Shoulder Press (Machine);;1;normal;35;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Seated Shoulder Press (Machine);;2;normal;35;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Chest Dip (Assisted);;0;normal;45;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Chest Dip (Assisted);;1;normal;45;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Chest Dip (Assisted);;2;normal;45;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Seated Dip Machine;;0;normal;45;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Seated Dip Machine;;1;normal;45;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Seated Dip Machine;;2;normal;45;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Lateral Raise (Cable);;0;normal;7;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Lateral Raise (Cable);;1;normal;7;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Lateral Raise (Cable);;2;normal;7;10;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Triceps Pushdown;;0;normal;40;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Triceps Pushdown;;1;normal;40;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Triceps Pushdown;;2;normal;45;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Cable Overhead (Extensión De Triceps);;0;normal;20;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Cable Overhead (Extensión De Triceps);;1;normal;20;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Cable Overhead (Extensión De Triceps);;2;normal;20;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Bench Press - Close Grip (Barbell);;0;normal;30;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Bench Press - Close Grip (Barbell);;1;normal;30;12;;;
Pecho-tríceps;27 Mar 2023, 15:12;27 Mar 2023, 16:00;;Bench Press - Close Grip (Barbell);;2;normal;30;12;;;
